project.link,project.notes,project.llmbase,project.rlbase,project.license,org.name,org.link,org.notes,opencode.class,opencode.link,opencode.notes,llmdata.class,llmdata.link,llmdata.notes,llmweights.class,llmweights.link,llmweights.notes,rldata.class,rldata.link,rldata.notes,rlweights.class,rlweights.link,rlweights.notes,license.class,license.link,license.notes,code.class,code.link,code.notes,architecture.class,architecture.link,architecture.notes,preprint.class,preprint.link,preprint.notes,paper.class,paper.link,paper.notes,modelcard.class,modelcard.link,modelcard.notes,datasheet.class,datasheet.link,datasheet.notes,package.class,package.link,package.notes,api.class,api.link,api.notes,source.file,openness
https://github.com/THUDM/ChatGLM-6B/blob/main/README_en.md,"From the readme, ""ChatGLM-6B uses technology similar to ChatGPT, optimized for Chinese QA and dialogue. The model is trained for about 1T tokens of Chinese and English corpus, supplemented by supervised fine-tuning, feedback bootstrap, and reinforcement learning wit human feedback. With only about 6.2 billion parameters, the model is able to generate answers that are in line with human preference.""",GLM (own),Unspecified,Apache 2.0,THUDM,https://github.com/THUDM,Knowledge Engineering Group (KEG) & Data Mining at Tsinghua University,partial,https://github.com/THUDM/ChatGLM-6B/blob/main/README_en.md#deployment,Some code made available on Github,partial,http://doi.org/10.18653/v1/2022.acl-long.26,"Training data not centrally made available, but described in 2022 ACL paper, appears to be mostly public datasets",open,https://huggingface.co/THUDM/chatglm-6b/tree/main,Model made available through HuggingFace,closed,,"docs mention ""supervised fine-tuning, feedback bootstrap, and reinforcement learning wit human feedback"", but none of the datasets used are clearly specified.",closed,,No weights or checkpoints corresponding to the delta of the LLM vs RLHF provided,open,https://github.com/THUDM/ChatGLM-6B/blob/main/LICENSE,Apache 2.0,partial,https://github.com/THUDM/ChatGLM-6B/blob/main/ptuning/README_en.md,"Some documentation available, but a lot of code is not commented or explained.",partial,,Full details architecture not specified in a single place,closed,,,partial,https://aclanthology.org/2022.acl-long.26/,"ACL 2022 paper describes the training of the GLM base model, but the RLHF portion is more recent (there is also a related ICLR paper for a newer generation https://openreview.net/forum?id=-Aw0rrrPUF)",closed,https://huggingface.co/THUDM/chatglm-6b,No modelcard; the HuggingFace modelcard spot is used just as the homepage for the model.,closed,,No datasheet,closed,,No package,open,https://github.com/THUDM/ChatGLM-6B/blob/main/README_en.md#api-deployment,API provided through fastapi uvicorn,/projects/ChatGLM-6B.yaml,5.5
https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,,unclear,unspecified,Apache 2.0,Mistral AI,https://mistral.ai/,,partial,https://github.com/mistralai/mistral-src,repository provides 'minimal code to run our 7B model',closed,,No information provided on pretraining data,open,https://github.com/mistralai/mistral-src#download-the-model,Base LLM model made available for download,closed,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,No information provided expect that instruction tuning is done using an unspecified 'variety of publicly available conversation datasets',partial,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1/tree/main,Instruct version of the model made available but no information on fine-tuning procedure provided,open,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1/blob/main/README.md,Apache 2.0,closed,https://github.com/mistralai/mistral-src,the little code that is available is uncommented and undocumented,partial,https://github.com/mistralai/mistral-src,Some information on architecture provided in github repo,partial,http://arxiv.org/abs/2310.06825,"Preprint rehashes marketing blurbs also given in blog and provides no details about pretraining datasets, instruction tuning datasets, or fine-tuning process, hence partial.",closed,,No peer reviewed paper available,closed,,"No model card available, HuggingFace modelcard just points to a corporate blog post",closed,,No datasheet available,partial,https://docs.mistral.ai/quickstart/,Docker image shared on github,open,https://docs.mistral.ai/api,API specification provided by vLLM,/projects/mistral-7B.yaml,5.5
https://github.com/nlpxucan/WizardLM,Empowering Large Pre-Trained Language Models to Follow Complex Instructions,LLaMA-7B,Evol-Instruct (synthetic),CC-BY-NC-4.0,Microsoft & Peking University,https://github.com/nlpxucan,,partial,https://github.com/nlpxucan/WizardLM/tree/main/WizardLM,Fast-evolving repository contains WizardLM code,partial,,"Based on LLaMA, which is claimed to be public but nowhere exactly documented.",closed,,"Based on LLaMA weights, which are not openly available though a leaked versions is in wide circulation.",open,https://github.com/nlpxucan/WizardLM/tree/main/WizardLM#training-data,The Evol-Instruct dataset contains 70k instruction-following sequences generated from Evol-Instruct,partial,https://huggingface.co/WizardLM/WizardLM-7B-V1.0/tree/main,Model weights offered as a delta to LLaMA,partial,https://github.com/nlpxucan/WizardLM/blob/main/WizardLM/MODEL_DIFF_LICENSE,"Restricted for academic research purposes only. Code and Model diff release under CC-BY-NC-4.0, software code under Apache 2.0",partial,https://github.com/nlpxucan/WizardLM/tree/main/WizardLM,"Code is only partially documented, not clearly versioned, and appears to be in flux.",open,https://arxiv.org/abs/2304.12244,Architecture described in preprint and partly accessible in code repository,open,https://arxiv.org/abs/2304.12244,Preprint describes method for creating large amounts of LLM-based synthetic RLHF data and fine-tuning WizardLM based on it,closed,,No peer-reviewed paper or data audit found,closed,https://huggingface.co/WizardLM/WizardLM-7B-V1.0,Model card is only a placeholder and generates an error (missing yaml metadata),closed,https://huggingface.co/datasets/WizardLM/WizardLM_evol_instruct_V2_196k,Dataset card for Evol-Instruct generates an error,closed,,No package available,closed,,No API available,/projects/wizardlm-7B-V1.yaml,5.5
https://qwenlm.github.io/blog/qwen1.5/,"This is based on the 72B version, the largest of 8 available model sizes.",QwenLM,Unspecified,Qianwen License,Alibaba Cloud,,Qwen (abbr. for Tongyi Qianwen 通义千问) refers to the large language model family built by Alibaba Cloud,partial,https://github.com/QwenLM/Qwen1.5/,Repository provides sparse source code and some examples for SFT,closed,,Pretraining data not specified or documented.,open,https://huggingface.co/Qwen/Qwen1.5-72B/tree/main,Also available in smaller model sizes,closed,https://qwen.readthedocs.io/en/latest/training/SFT/llama_factory.html,Data not specified or documented. Some example code in repo provides directions but no details.,open,https://huggingface.co/Qwen/Qwen1.5-72B-Chat/tree/main,Also available in smaller model sizes,closed,,Qianwen License,partial,,Repository is fairly well-documented.,partial,,No clear description of architecture found.,closed,,No preprint found.,closed,,No peer-reviewed paper found.,closed,,"Model card on HF only serves as a pointer to the model, no actual info provided.",closed,,No datasheet.,partial,,No specific package provided but integrates well with many widely used packages,open,,Available through various APIs,/projects/qwen-1.5-chat.yaml,5.0
https://huggingface.co/CarperAI/stable-vicuna-13b-delta,StableVicuna-13B is a Vicuna-13B v0 model fine-tuned using reinforcement learning from human feedback (RLHF) via Proximal Policy Optimization (PPO) on various conversational and instructional datasets,LLaMA,"OASST1 (human), GPT4All (human), Alpaca (synthetic)",,CarperAI,https://carper.ai,,partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta/tree/main,Some elements of the code made available through HuggingFace,closed,https://huggingface.co/CarperAI/stable-vicuna-13b-delta,Based on LLaMA whose pretraining data has nowhere been disclosed or documented.,partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta#apply-delta-weights,"Model not functional out of the box as weights require a delta computation. From the docs 'StableVicuna-13B cannot be used from the CarperAI/stable-vicuna-13b-delta weights alone. To obtain the correct model, one must add back the difference between LLaMA 13B and CarperAI/stable-vicuna-13b-delta weights.'",partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta,"From the documentation 'The reward model used during RLHF was also trained on OpenAssistant Conversations Dataset (OASST1) along with two other datasets Anthropic HH-RLHF, a dataset of preferences about AI assistant helpfulness and harmlessness; and Stanford Human Preferences Dataset a dataset of 385K collective human preferences over responses to questions/instructions in 18 different subject areas, from cooking to legal advice.'",partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta/discussions/7,The HuggingFace community page has an open question for release of the RL model,partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta,"CC-BY-NC-SA-4.0. License for LLaMA is more murky, hence partial. As they say 'License for the base LLaMA model's weights is Meta's non-commercial bespoke license.'",partial,https://huggingface.co/CarperAI/stable-vicuna-13b-delta/tree/main,"Code is minimally documented and deployment requires non-trivial configuration, e.g. 'StableVicuna-13B cannot be used from the CarperAI/stable-vicuna-13b-delta weights alone. To obtain the correct model, one must add back the difference between LLaMA 13B and CarperAI/stable-vicuna-13b-delta weights.'",partial,,"Architecture is described in scattered places, but there is no clear and exhaustive overview.",partial,https://arxiv.org/abs/2302.13971,"Preprint covers only the LLaMA base model, hence partial.",closed,,No paper found.,partial,https://huggingface.co/lmsys/vicuna-13b-delta-v0,Model card provides some information but is not fully worked out as recommended in model card literature.,closed,,No datasheet found,closed,,No package found,partial,https://github.com/lm-sys/FastChat/tree/main#api,Addressable via FastChat / HuggingFace API,/projects/stablevicuna.yaml,5.0
https://huggingface.co/tiiuae/falcon-40b-instruct,,Falcon 40B,Baize (synthetic),Apache 2.0 license,Technology Innovation Institute,https://falconllm.tii.ae,,closed,https://huggingface.co/tiiuae/falcon-40b-instruct,"No source code shared, even though the term ""open source"" is used.",partial,https://huggingface.co/datasets/tiiuae/falcon-refinedweb,"From the documentation 'The key ingredient for the high quality of the Falcon models is their training data, predominantly based (>80%) on RefinedWeb — a novel massive web dataset based on CommonCrawl' (https://huggingface.co/blog/falcon). However, only a small sample is made available.",open,https://huggingface.co/tiiuae/falcon-40b-instruct/tree/main,Model weights available through HuggingFace library,partial,https://github.com/project-baize/baize-chatbot,RL data inherited from Baize but provenance not well-documented. From the documentation 'Falcon-40B-Instruct was finetuned on a 150M tokens from Baize mixed with 5% of RefinedWeb data.',closed,https://github.com/project-baize/baize-chatbot#v1,No RL weights or checkpoints made available,open,,First release came with a legally murky license that was swiftly criticised and now generates a 404. Current documentation 'Falcon-40B-Instruct is made available under the Apache 2.0 license.',closed,,"No source code found, therefore no documentation found.",partial,,"Architecture sketched on HuggingFace as ""Falcon-40B-Instruct is a 40B parameters causal decoder-only model built by TII based on Falcon-40B and finetuned on a mixture of Baize.""",partial,https://arxiv.org/abs/2306.01116,"Preprint covers the creation and curation of RefinedWeb dataset, but not other aspects of the model, hence partial.",closed,,No peer-reviewed paper known.,partial,https://huggingface.co/tiiuae/falcon-40b-instruct,"Model card on HuggingFace is mostly used to advertise the model, not to document its training and evaluation details.",closed,,There is no datasheet available.,closed,,There is no package.,closed,https://huggingface.co/tiiuae/falcon-40b-instruct,"There is no API, and HuggingFace inference API is disabled for this model.",/projects/Falcon-40B-instruct.yaml,4.5
https://huggingface.co/openbmb/UltraRM-13b,,LLaMA2,UltraFeedback (part synthetic),Meta Community License,OpenBMB,https://www.openbmb.org/,"OpenBMB (Open Lab for Big Model Base), founded by TsinghuaNLP & ModelBest Inc (面壁智能), aims to build foundation models and systems towards AGI.",closed,,,closed,,"Based on Llama2, which means pretraining data is nowhere disclosed or documented, and described only in the vaguest terms in a corporate preprint released by Meta",partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,open,https://huggingface.co/datasets/openbmb/UltraFeedback,UltraFeedback dataset made available along with model release,partial,https://huggingface.co/openbmb/UltraLM-13b-v2.0,"Online materials appear to be in flux and several HuggingFace links generate 404 errors, hence partial",closed,https://huggingface.co/openbmb/UltraLM-13b#model-details,"Usage requires signing Meta's bespoke 'community license', not an OSI recognised open license",closed,,Code only covers minimal examples; no documentation available.,partial,https://huggingface.co/openbmb/UltraLM-13b#model-details,Architecture sketched in online materials.,open,https://arxiv.org/abs/2310.01377,Preprint describes creation of UltraFeedback dataset but also offers some detail on training and architecture of UltraRM models,closed,,No peer-reviewed paper found,partial,https://huggingface.co/openbmb/UltraLM-13b#model-details,"Model card on HuggingFace available for 13b (Llama1) model, but not for newer releases, hence partial",partial,https://huggingface.co/datasets/openbmb/UltraFeedback,"Datasheet available for RLHF portion, but not for Llama2-based pretraining data, hence partial",closed,,Package not provided,closed,,API not provided and model too big for HuggingFace inference API,/projects/ultraLM.yaml,4.5
https://huggingface.co/01-ai/Yi-34B-Chat,The Yi series models are the next generation of open-source large language models trained from scratch by 01.AI. Targeted as a bilingual language model and trained on 3T multilingual corpus.,Yi 34B,unspecified,Apache 2.0 and bespoke Yi Series Community License Agreement 2.1,01.AI,https://www.01.ai/,,partial,https://github.com/01-ai/Yi,"repository contains some code for demos and for instruction tuning, but only sparse examples of code for initial training and model architecture",closed,,"Training data for base model undocumented, though preprint mentions CommonCrawl as one source",open,https://huggingface.co/01-ai/Yi-34B/tree/main,Base model weights shared via HuggingFace,closed,https://huggingface.co/datasets/BAAI/COIG,"Model docs mention COIG but only as an example. Code also shows rm-static is also used in instruction tuning, but not shared.",open,https://huggingface.co/01-ai/Yi-34B-Chat/tree/main,Instruction-tuned weights shared via HuggingFace,partial,,"Model code licensed under Apache 2.0, model weights licensed under Llama-inspired community license with limitations",closed,https://github.com/01-ai/Yi/,"Documentation only describes how to deploy, training and fine-tuning code not available or where available not commented or documented",closed,,Model architecture only described in the most general terms.,open,https://arxiv.org/abs/2403.04652,Preprint provides some info on pretraining data (CommonCrawl) but none on instruction tuning dataset.,closed,,No paper found,closed,,"Model card used for advertising and navigation purposes, does not follow general model card specifications.",closed,,No data sheets found.,closed,,no package found,partial,,"limited access via HF API, otherwise gated and commercially available",/projects/yi-chat.yaml,4.5
https://bair.berkeley.edu/blog/2023/04/03/koala/,"From the documentation 'Koala is fine-tuned on freely available interaction data scraped from the web, but with a specific focus on data that includes interaction with highly capable closed-source models such as ChatGPT.'",LLaMA 13B,"HC3, ShareGPT, alpaca (synthetic)",Mixed,BAIR,https://bair.berkeley.edu/,Berkeley Artificial Intelligence Research,open,https://github.com/young-geng/EasyLM,Code scattered across projects and repositories,partial,https://github.com/young-geng/koala_data_pipeline,Repo contains data pipeline for preprocessing. Based on LLaMA which is said to be based on 'publicly available datasets' which are not made directly available.,partial,https://drive.google.com/drive/folders/10f7wrlAFoPIy-TECHsx9DKIvbQYunCfl,Model weights only made available as a diff against LLaMA. OpenLLaMA provides a possible alternative?,partial,https://bair.berkeley.edu/blog/2023/04/03/koala/#datasets-and-training,Datasets described in blog post but not all made available,closed,,RL weights not made available separately,partial,https://huggingface.co/young-geng/koala#license,"Licensing is 'subject to the model License of LLaMA, Terms of Use of the data generated by OpenAI, and Privacy Practices of ShareGPT'",partial,https://github.com/young-geng/EasyLM,Code scattered across various repositories and not systematically documented.,partial,https://github.com/young-geng/EasyLM,Architecture visually illustrated and described in some detail.,closed,,No preprint available,closed,,No peer-reviewed paper,closed,,No model card available,closed,,No systematic data sheet available,closed,,No package available,closed,,No API available,/projects/koala.yaml,4.0
https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,,Mistral,Unspecified,Apache 2.0,Mistral AI,https://mistral.ai,,closed,,No training code for Mixtral 8x7B made available,closed,,No information provided on pretraining data,open,https://huggingface.co/mistralai/Mixtral-8x7B-v0.1/tree/main,Weights shared via torrent and via HuggingFace,closed,https://huggingface.co/mistralai/Mixtral-8x7B-v0.1/tree/main,No information provided online or in the preprint,partial,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1/tree/main,Instruct version of model weights made available but no information on fine-tuning procedure provided,open,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1/blob/main/README.md,Apache 2.0,closed,https://github.com/mistralai/mistral-src,"the little code that is available is uncommented and undocumented, and relates to a reference implementation of the 7B version",partial,https://github.com/mistralai/mistral-src,Some information on architecture provided in github repo and in preprint,partial,https://arxiv.org/abs/2401.04088,"Preprint describes mixture of experts and evalutaion but provides no details about pretraining datasets, instruction tuning datasets, or fine-tuning process, hence partial.",closed,,No peer reviewed paper available,closed,,"No model card available, HuggingFace modelcard just points to a corporate blog post",closed,,No datasheet available,partial,https://docs.mistral.ai/quickstart/,Docker image shared on github,closed,https://console.mistral.ai/,Only paid API access available,/projects/mixtral-8x7B-instruct.yaml,4.0
https://huggingface.co/stabilityai/StableBeluga2,,LLaMA2,Orca-style (synthetic),Stable Beluga Non-Commercial Community License,Stability AI,https://stability.ai/,,closed,,"No repository with open code related to training, fine-tuning or evaluation found",closed,,"Pretraining data nowhere disclosed or documented, and described only in the vaguest terms in a corporate preprint released by Meta",partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,,"Says: 'Stable Beluga 2 is trained on our internal Orca-style dataset', 'created synthetically using high-quality instructions' from COT Submix Original, NIV2 Submix Original, FLAN 2021 Submix Original, T0 Submix Original.",open,https://huggingface.co/stabilityai/StableBeluga2/tree/main,Instruction-tuned model weights available,partial,https://huggingface.co/stabilityai/StableBeluga2/blob/main/LICENSE.txt,"Usage requires signing StabilityAI's bespoke 'Stable Beluga Non-Commercial Community License', not an OSI recognised open license",closed,,Code on HuggingFace only covers minimal examples; no documentation available.,partial,https://huggingface.co/stabilityai/StableBeluga2#model-details,Says 'Stable Beluga 2 is a Llama2 70B model finetuned on an Orca style Dataset'.,partial,https://huggingface.co/papers/2306.02707,"Preprint from Microsoft describes Orca method of finetuning using GPT4-derived synthetic data, but no details of this particular architecture",closed,,No peer-reviewed paper found,partial,https://huggingface.co/stabilityai/StableBeluga2,"There is a model card, but it provides only a minimum of detail",closed,,Datasheet not provided.,closed,,Package not provided,partial,,model too large to run on HuggingFace free inference API,/projects/StableBeluga2.yaml,4.0
https://crfm.stanford.edu/2023/03/13/alpaca.html,project_notes,LLaMA,Self-Instruct (synthetic),LLaMA license agreement,Stanford University CRFM,https://crfm.stanford.edu/,,open,,,closed,,"Based on LLaMA, whose pretraining data is nowhere disclosed or documented.",partial,,"LLaMA based, copyright status unclear",partial,https://github.com/tatsu-lab/stanford_alpaca#data-release,alpaca_data.json contains 52K instruction-following data we used for fine-tuning the Alpaca model.,partial,https://github.com/tatsu-lab/stanford_alpaca#data-release,LLaMA based,closed,https://docs.google.com/forms/d/e/1FAIpQLSfqNECQnMkycAp2jP4Z9TFX0cGR4uf7b_fBxjY_OjhJILlKGA/viewform,Pegged to LLaMA licence agreement,partial,https://github.com/tatsu-lab/stanford_alpaca,Insofar as code is made available it is fairly well documented,open,https://github.com/tatsu-lab/stanford_alpaca#fine-tuning,Fair bit of documentation available on github repository,closed,,No preprint found; uses the release-by-blogpost playbook,closed,,No peer-reviewed work found.,closed,,No model card found,closed,,No data sheet found,closed,,,closed,,,/projects/alpaca.yaml,4.0
https://huggingface.co/tiiuae/falcon-180B-chat,"Falcon-180B-Chat is a 180B parameters causal decoder-only model built by TII based on Falcon-180B and finetuned on a mixture of Ultrachat, Platypus and Airoboros.",Falcon 180B,"OpenPlatypus, Ultrachat, Airoboros (synthetic)",FALCON 180B TII LICENSE VERSION 1.0,Technology Innovation Institute,https://falconllm.tii.ae,,closed,https://huggingface.co/tiiuae/falcon-180B-chat,No source code shared anywhere. The over 200 github repositories of TII appear to include no LLM or Falcon related code.,partial,https://huggingface.co/datasets/tiiuae/falcon-refinedweb,"From the documentation 'The key ingredient for the high quality of the Falcon models is their training data, predominantly based (>80%) on RefinedWeb — a novel massive web dataset based on CommonCrawl' (https://huggingface.co/blog/falcon). However, only a small sample is made available.",partial,https://huggingface.co/tiiuae/falcon-180B,"requires signing up and accepting ""acceptable use policy""",partial,https://github.com/project-baize/baize-chatbot,"No details provided beyond ""finetuned on a mixture of Ultrachat, Platypus and Airoboros"".",partial,https://huggingface.co/tiiuae/falcon-180B-chat/tree/main,"No RL weights or checkpoints made available; fine-tuned 'chat' model only available after signing ""acceptable use policy"".",closed,https://huggingface.co/spaces/tiiuae/falcon-180b-license/blob/main/LICENSE.txt,"Released under Falcon 180B TII license (not OSI approved) and a separate ""acceptable use policy"".",closed,,"No code available, so no code documented.",partial,https://huggingface.co/tiiuae/falcon-180B-chat#model-architecture-and-objective,"Architecture described as  ""causal decoder-only"" and ""optimized for inference"", but very few details available.",partial,https://arxiv.org/abs/2306.01116,"Preprint covers the creation and curation of RefinedWeb dataset, but not other aspects of the model, hence partial.",closed,,No peer-reviewed paper known.,partial,https://huggingface.co/tiiuae/falcon-180B-chat,"Model card on HuggingFace is mostly used to advertise the model, not to document its training and evaluation details.",closed,,There is no datasheet available.,closed,,There is no package.,closed,https://huggingface.co/tiiuae/falcon-180B-chat,"There is no API, and HuggingFace inference API is disabled for this model.",/projects/Falcon-180B-chat.yaml,3.5
https://www.microsoft.com/en-us/research/project/orca/,"This file applies to Orca 2 7B and 13B, both fine-tunes of corresponding Llama2 base models.",LLaMA2,"FLAN, Math, undisclosed (synthetic)","Microsoft Research License, Llama Community License",Microsoft Research,https://www.microsoft.com/en-us/research/project/orca/,,closed,,"No source code made available anywhere for data curation, training, fine-tuning, or evaluation",closed,,"Llama pretraining Data nowhere disclosed or documented, and described only in the vaguest terms in a corporate preprint released by Meta",partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,,"Instruction-tuning and explanation-tuning data described in preprint, but not disclosed or made available",open,https://huggingface.co/microsoft/Orca-2-7b,7B and 13B finetunes of Llama2 made available through HuggingFace,closed,https://github.com/facebookresearch/llama/blob/main/LICENSE,"Licensed under Microsoft Research License and Meta's bespoke community license, neither OSI recognised",closed,,Code only covers minimal examples; no documentation available.,partial,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,"Architecture sketched in corporate preprints, though many details missing.",partial,https://arxiv.org/pdf/2311.11045.pdf,"Corporate preprint from Microsoft Research has some detail on instruction-tuning, explanation-tuning and evaluation",closed,,No peer-reviewed paper found,partial,https://huggingface.co/microsoft/Orca-2-7b,Model card serves as landing page more than careful model documentation,closed,,Datasheet not provided.,closed,,Package not provided,partial,,Model too large to load on HuggingFace inference library,/projects/orca_2.yaml,3.5
https://huggingface.co/CohereForAI/c4ai-command-r-v01,,,Aya Collection,CC-BY-NC and C4AI acceptable use policy,Cohere AI,https://cohere.com,,closed,,"No codebase available to study or adjust model architecture, training, or inner workings.",closed,https://docs.cohere.com/docs/data-statement,"No documentation, listing or audit of pre-training data available. Cohere itself identifies it as coheretext-filtered and gives the size as 200Gb.",closed,,No checkpoint or model prior to SFT and instruction-tuning made available,open,https://huggingface.co/collections/CohereForAI/aya-datasets-660415741bd4852f01c81c77,Aya Collection (Aya Open Science initiative) is a multilingual collection of 513 million instances of promts and completions including instruction-style templates.,open,https://huggingface.co/CohereForAI/c4ai-command-r-v01/tree/main,Fine-tuned model weights made available for download,partial,https://docs.cohere.com/docs/c4ai-acceptable-use-policy,Licensed under CC-BY-NC and requires agreeing to C4AI acceptable use policy,closed,,"No source code available, so no documentation of code.",closed,,Architecture only sparsely documented.,closed,,No preprint appears to be made available at this time.,closed,,No paper known to document the Cohere Command R+ model or architecture.,partial,https://huggingface.co/CohereForAI/c4ai-command-r-v01-4bit,"Model card on HF document some aspects but provides no data on training data, instruction-tuning methods",closed,,Datasheet not available.,closed,,No separate package available.,closed,,API access available only when signing up.,/projects/command-r.yaml,3.0
https://ai.google.dev/gemma/docs,Model weights and developer tools,Gemma,Unspecified,,Google DeepMind,https://ai.google.dev/gemma/docs,,partial,https://github.com/google-deepmind/gemma,No pre-training or instructing-tuning code made available. Some developer tools available.,closed,,No details provided on pre-training data.,partial,https://www.kaggle.com/models/keras/gemma/frameworks/keras/variations/gemma_7b_en,"Base model weights shared via Kaggle, requires privacy-defying access request.",closed,,"Documentation says 'These versions of the model are trained with human language interactions and can respond to conversational input, similar to a chat bot.' ",partial,,"Instruction-tuned model weights shared via Kaggle, requires privacy-defying access request",closed,https://console.cloud.google.com/vertex-ai/publishers/google/model-garden/335?pli=1,"Bespoke Gemma Community License Agreement and restrictive Terms of Use, neither open in the sense of OSI. Only Inference code shared under Apache 2.0.",closed,,No pretraining or finetuning code found. No code documentation except for deployment of the open weights.,partial,https://www.kaggle.com/models/google/gemma,Architecture described in very general terms in model card,closed,,No preprint found,closed,,No paper found,open,https://www.kaggle.com/models/google/gemma,Model card on Kaggle provides some detail on model internals and evaluation,closed,,"No datasheet found, pre-training and instruction-tuning data nowhere specified.",closed,,"No package provided, access is gated through Kaggle, Vertex Model Garden, Google Cloud",closed,,"No API provided, access gated through Kaggle, Vertex Model Garden, Google Cloud",/projects/gemma-instruct.yaml,3.0
https://ai.meta.com/resources/models-and-libraries/llama/,,LLaMA2,"Meta, StackExchange, Anthropic",Unclear,Facebook Research,https://github.com/facebookresearch,,closed,https://github.com/facebookresearch/llama/tree/main,"Repository only offers 'a minimal example to load Llama 2 models and run inference'; no training, fine-tuning, evaluation code made available",closed,,"Data nowhere disclosed or documented, and described only in the vaguest terms in a corporate preprint released by Meta",partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,,RLHF data including 1 million Meta-specific tuning prompts not made available (even as it incorporates some open RLHF datasets),partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,https://github.com/facebookresearch/llama/blob/main/LICENSE,"Usage requires signing Meta's bespoke 'community license', not an OSI recognised open license",closed,,Code only covers minimal examples; no documentation available.,partial,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,"Architecture sketched in preprint, though many details missing.",partial,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,"Corporate preprint quite some detail on pretraining, RLHF, and safety measures but none on datasets.",closed,,No peer-reviewed paper found,partial,https://github.com/facebookresearch/llama/blob/main/MODEL_CARD.md,"There is a model card, but it provides the absolute minimum of detail, and none whatsoever on training data.",closed,,Datasheet not provided.,closed,,Package not provided,partial,,API only available behind a privacy-defying signup form,/projects/llama-2-chat.yaml,3.0
https://huggingface.co/Nanbeige/Nanbeige2-8B-Chat,Comes in 8B and 16B versions,Unknown,Unknown,Apache 2.0 and bespoke community license,Nanbeige LLM lab,https://huggingface.co/Nanbeige,,open,https://github.com/Nanbeige/Nanbeige,"github repo contains sparse but clear code for training, tuning, and inference",closed,,No information on pre-training datasets except a claim of 4.5T tokens. Request for information on HF community was closed without comment.,closed,,Base model not shared,closed,https://huggingface.co/Nanbeige/Nanbeige2-8B-Chat/discussions/2#6621e15a4d17641cf788cbd5,"No information on finetuning and DPO datasets. Some information provided on request (see link), but official documentation not updated.",open,https://huggingface.co/Nanbeige/Nanbeige2-8B-Chat/tree/main,Model weights for finetuned model shared,partial,,Apache 2.0 but commercial use requires signup and an additional community license,closed,,No documentation of the codebase,closed,,Architecture not clearly specified,closed,,No preprint found,closed,,No paper found,closed,,No model card found,closed,,No datasheet found,closed,,No package found,partial,https://huggingface.co/spaces/Nanbeige/Nanbeige-Plus-Chat-v0.1,"No API, but HuggingFace space available",/projects/nanbeige-chat.yaml,3.0
https://huggingface.co/collections/meta-llama/meta-llama-3-66214712577ca38149ebb2b6,,Meta Llama 3,"Meta, undocumented",Meta Llama 3 Community License,Facebook Research,https://github.com/facebookresearch,,closed,https://github.com/meta-llama/llama3,Repository only offers minimal code,closed,,"Data nowhere disclosed or documented, and described only in the vaguest terms in a release blog post",partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,,No information available on instruction-tuning.,partial,https://ai.meta.com/resources/models-and-libraries/llama-downloads/,Download only after requesting access; requires signing a consent form,closed,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct/tree/main,"Even inspecting the model requires signing Meta Llama 3's bespoke 'community license', not an OSI recognised open license",closed,,Code only covers minimal examples; no documentation available.,partial,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,Architecture sketched in glossy blog post.,closed,,No preprint or any other scientific documentation available.,closed,,No peer-reviewed paper available.,partial,https://github.com/meta-llama/llama3/blob/main/MODEL_CARD.md,"There is a model card, but it provides the absolute minimum of detail, and none whatsoever on training data.",closed,,Datasheet not provided.,closed,,Package not provided,partial,,API only available behind a privacy-defying signup form,/projects/llama-3-instruct.yaml,2.5
